:: Logging to C:\Users\shirao\AppData\Local\Temp\UnitypackageTools20191217190050-1o_gyjyg.log
[INFO   ] 2019-12-17 19:00:50,246::root                     | Current-directory: D:\works\programs\python\vemt\vemt-unitypackage-validator
[WARNING] 2019-12-17 19:01:37,146::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is c498c4e67e0be344cb0d92b0c9935f47 (Assets/MeshBaker/scripts/core/MB2_Core.cs)
[WARNING] 2019-12-17 19:01:37,150::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is c60fe0cc88c411c4ca7bcef37f7c2560 (Assets/VketBoothValidator/Editor/Rules/A_PackagingFormat/A01_UnityVersionRule.cs)
[WARNING] 2019-12-17 19:01:37,153::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is c6e33ce72d3776b408121f946283403d (Assets/PostProcessing/Runtime/Components/AmbientOcclusionComponent.cs)
[WARNING] 2019-12-17 19:01:37,156::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is c74ce2158ae608549902afb4112fd042 (Assets/Bakery/BakeryDirectLight.cs)
[WARNING] 2019-12-17 19:01:37,159::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is c789d55c4f1cff34799abba03737e8f7 (Assets/Bakery/ftGlobalStorage.cs)
[WARNING] 2019-12-17 19:01:37,162::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is c86cc13385933e94a915ee9b0520efcb (Assets/MeshBaker/scripts/TextureBlenders/TextureBlenderLegacyDiffuse.cs)
[WARNING] 2019-12-17 19:01:37,165::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is c93be7cc95a299b4391dc97ea53e9348 (Assets/Editor/x64/Bakery/scripts/ftLMGroupInspector.cs)
[WARNING] 2019-12-17 19:01:37,168::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is c9c2e3ee9fe29a84cb902e54a90c5dec (Assets/UniGLTF/UniHumanoid/Scripts/IBone.cs)
[WARNING] 2019-12-17 19:01:37,171::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is cad15f56be91b744aaf8e22339bc598c (Assets/Toon/Editor/RemoveUnusedMaterialProperties.cs)
[WARNING] 2019-12-17 19:01:37,174::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is caf06572635c12c4cb85d6ee09ab8f5e (Assets/UniGLTF/Core/Scripts/UniGLTFVersion.cs)
[WARNING] 2019-12-17 19:01:37,176::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is cb9a239ec5f20ca4cb5d0391441588de (Assets/PostProcessing/Runtime/Models/AntialiasingModel.cs)
[WARNING] 2019-12-17 19:01:37,179::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is cbd062b14ca5eba4da4a5653b85e2151 (Assets/UniGLTF/Core/Scripts/IO/MeshImporter.cs)
[WARNING] 2019-12-17 19:01:37,182::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is ccb4d2ba98c9989449e34934c09ec5ca (Assets/MeshBaker/Editor/searchFilters/MB3_GroupByRenderType.cs)
[WARNING] 2019-12-17 19:01:37,185::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is ccee0323c35d40d498d45b207124fe7e (Assets/UniGLTF/UniJSON/Scripts/JsonSchemaValidator/JsonDictionaryValidator.cs)
[WARNING] 2019-12-17 19:01:37,189::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is d0363c1cc7de62b4989190994103f5e2 (Assets/PostProcessing/Runtime/Components/FogComponent.cs)
[WARNING] 2019-12-17 19:01:37,192::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is d09b36020f697be4d9a0f5a6a48cfa83 (Assets/VRCSDK/Dependencies/VRChat/Editor/VRC_WebPanelEditor.cs)
[WARNING] 2019-12-17 19:01:37,195::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is d0a724a200cc85b4887efa87292c6626 (Assets/UniGLTF/Core/Scripts/Extensions/JsonParserExtensions.cs)
[WARNING] 2019-12-17 19:01:37,197::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is d0de7b6551ddaeb4091cb0d096f8963b (Assets/MeshBaker/Editor/MB3_MeshBakerEditor.cs)
[WARNING] 2019-12-17 19:01:37,200::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is d0f19e48b365cd446982ed0b7ba6251e (Assets/UniGLTF/UniJSON/Editor/Tests/MsgPack/BooleanTest.cs)
[WARNING] 2019-12-17 19:01:37,202::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is d169186adbfc59b4b882611d37f0a282 (Assets/UniGLTF/Core/Scripts/Format/JsonSerializableBase.cs)
[WARNING] 2019-12-17 19:01:37,206::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is d2cc8a27b7978e54d9226bc91e53a502 (Assets/UniGLTF/UniHumanoid/Scripts/MuscleInspector.cs)
[WARNING] 2019-12-17 19:01:37,209::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is d303b9ab4cbd3e74a84f2a83c9c9da6c (Assets/MeshBaker/Editor/core/MB_EditorUtil.cs)
[WARNING] 2019-12-17 19:01:37,211::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is d3435017f77e64745b330015c2057b6f (Assets/VRCSDK/Dependencies/VRChat/Editor/VRC_SdkControlPanel.cs)
[WARNING] 2019-12-17 19:01:37,215::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is d48f247caaff01b44b31df99c6dacaf7 (Assets/VketBoothValidator/Editor/Rules/A_PackagingFormat/A03_BaseFolderRule.cs)
[WARNING] 2019-12-17 19:01:37,217::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is d49a52418427394499c901cb23f13d30 (Assets/UniGLTF/UniJSON/Scripts/IStore/BytesStore.cs)
[WARNING] 2019-12-17 19:01:37,220::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is d4dfd16b1b05c8640898b955df61c51b (Assets/UniGLTF/UniJSON/Editor/Tests/SchemaTests.cs)
[WARNING] 2019-12-17 19:01:37,224::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is d4e1109c5030ca04e9a28243a35155ff (Assets/PostProcessing/Runtime/Components/FxaaComponent.cs)
[WARNING] 2019-12-17 19:01:37,229::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is d51cc8ca343beb647bc6d8e23600dd66 (Assets/UniGLTF/UniHumanoid/Scripts/Editor/HumanPoseTransferEditor.cs)
[WARNING] 2019-12-17 19:01:37,236::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is d602384685dd4f179350052013659720 (Assets/UniGLTF/Core/Scripts/IO/AnimationImporter.cs)
[WARNING] 2019-12-17 19:01:37,241::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is d754c0e7add85dc4587aea6ded7f76c8 (Assets/Editor/x64/Bakery/denoiseDir.exe)
[WARNING] 2019-12-17 19:01:37,244::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is d7aa967ba692363448f1b25d0728b9bd (Assets/PostProcessing/Runtime/Models/VignetteModel.cs)
[WARNING] 2019-12-17 19:01:37,246::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is d8041a03bdfbc294785f7f116e695801 (Assets/MeshBaker/scripts/core/TextureCombiner/MB3_TextureCombinerPackerMeshBaker.cs)
[WARNING] 2019-12-17 19:01:37,249::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is d862c8701bf34c342b95cf9058d0b70c (Assets/PostProcessing/Runtime/Components/DepthOfFieldComponent.cs)
[WARNING] 2019-12-17 19:01:37,252::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is d8691eccccb3e214db8bc5b86179f428 (Assets/UniGLTF/UniJSON/Scripts/Extensions/EnumExtensions.cs)
[WARNING] 2019-12-17 19:01:37,255::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is d8a8d78a486bbdf4b95ae83d02b480d8 (Assets/UniGLTF/DepthFirstScheduler/Scheduler/ThreadPoolScheduler.cs)
[WARNING] 2019-12-17 19:01:37,258::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is d965ed7d9a9a406418fe8b269b3fef30 (Assets/Editor/x64/Bakery/scripts/ftPointLightInspector.cs)
[WARNING] 2019-12-17 19:01:37,261::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is d9ec26dc9d2db2a45980e06a951e6796 (Assets/UniGLTF/UniJSON/Scripts/Json/Exceptions.cs)
[WARNING] 2019-12-17 19:01:37,264::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is da8ccd6cbe1692448872063195e5c71b (Assets/UniGLTF/UniHumanoid/Scripts/IO/BvhImporter.cs)
[WARNING] 2019-12-17 19:01:37,266::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is daeec59b4ebba6445ba5bb81e0c53265 (Assets/MeshBaker/Examples/SceneRuntimeExample/MB_Example.cs)
[WARNING] 2019-12-17 19:01:37,269::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is db2c1a8658ec33840833e2ed7592c3a4 (Assets/HalbyAssets/Editor/SaveMeshAsAsset.cs)
[WARNING] 2019-12-17 19:01:37,271::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is db54b6488362bc04b988250b35ebd03b (Assets/MeshBaker/Examples/BatchPrepareObjectsForDynamicBatching/MB_BatchPrepareObjectsForDynamicBatchingDescription.cs)
[WARNING] 2019-12-17 19:01:37,274::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is dc2f388440e9f8b4f8fc7bb43c01cc7d (Assets/PostProcessing/Editor/Models/DepthOfFieldModelEditor.cs)
[WARNING] 2019-12-17 19:01:37,277::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is dc64e635488f60747bf5e9025c593285 (Assets/Editor/x64/Bakery/scripts/ftRenderLightmap.cs)
[WARNING] 2019-12-17 19:01:37,280::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is dcc3725a84dcf7f49960c89f1f68534c (Assets/UniGLTF/Core/Scripts/IO/NodeImporter.cs)
[WARNING] 2019-12-17 19:01:37,282::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is dce443ff26676e84a942d0b78415b969 (Assets/Editor/x64/Bakery/cudart64_90.dll)
[WARNING] 2019-12-17 19:01:37,285::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is dd75f795d6a798f44a7801082f6a703f (Assets/PostProcessing/Runtime/Components/ScreenSpaceReflectionComponent.cs)
[WARNING] 2019-12-17 19:01:37,289::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is deadc446e4efea944b443c59b6aed3f8 (Assets/Editor/x64/Bakery/scripts/xatlas/xatlasEnable.cs)
[WARNING] 2019-12-17 19:01:37,291::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is defa4afe35743db459b580113d90bc1c (Assets/VketBoothValidator/Editor/Rules/B_NameFormat/B08_BlenderFileRule.cs)
[WARNING] 2019-12-17 19:01:37,295::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is dfdcf658d2da05649974b59b849de74c (Assets/UniGLTF/UniHumanoid/Scenes/HumanBuilderTest.cs)
[WARNING] 2019-12-17 19:01:37,298::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is dfe3957da2b5efe438f7ffe6a2cfa712 (Assets/MeshBaker/scripts/MB2_UpdateSkinnedMeshBoundsFromBones.cs)
[WARNING] 2019-12-17 19:01:37,301::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is e1015cfde41e98445b0ee2d9c4908b6d (Assets/MeshBaker/Examples/SceneRuntimeExample/MB_ExampleMover.cs)
[WARNING] 2019-12-17 19:01:37,304::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is e13984a5449ddb843b03e21c3409df67 (Assets/UniGLTF/UniHumanoid/Scripts/AnimationClipUtility.cs)
[WARNING] 2019-12-17 19:01:37,307::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is e1435b73816486941b0ea827c7645cf6 (Assets/MeshBaker/Editor/MB3_DisableHiddenAnimationsEditor.cs)
[WARNING] 2019-12-17 19:01:37,314::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is e15a4474deea07545a6e1b58d36c4d71 (Assets/Editor/x64/Bakery/halffloat2hdr.exe)
[WARNING] 2019-12-17 19:01:37,321::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is e19a7147a2386554a8e4d6e414f190a2 (Assets/VRCSDK/Dependencies/VRChat/Editor/VRC_ObjectSyncEditor.cs)
[WARNING] 2019-12-17 19:01:37,328::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is e1a43b92f2bbd914ca2e6b4c6a5dba48 (Assets/PostProcessing/Editor/PropertyDrawers/GetSetDrawer.cs)
[WARNING] 2019-12-17 19:01:37,332::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is e201eb676758d5d419ae0629fda171ac (Assets/UniGLTF/UniJSON/Scripts/MsgPack/MsgPackValue.cs)
[WARNING] 2019-12-17 19:01:37,335::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is e210f5d3e83d9b34a80aa46a67586f59 (Assets/Editor/x64/Bakery/denoiseSH.exe)
[WARNING] 2019-12-17 19:01:37,338::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is e215a6ec29d100f489c186f289526f06 (Assets/PostProcessing/Runtime/Models/BloomModel.cs)
[WARNING] 2019-12-17 19:01:37,341::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is e25761316da307b40a9fa65a8ae150e5 (Assets/Annoma/extra/scripts/Screenshot.cs)
[WARNING] 2019-12-17 19:01:37,344::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is e269d2f71ce6fea4c9661e2a613d27c6 (Assets/MeshBaker/scripts/core/MB2_Log.cs)
[WARNING] 2019-12-17 19:01:37,347::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is e27ef4fb768e49f591c2bb5eadd3b19b (Assets/UniGLTF/Core/Scripts/IO/AnimationKeyframeData.cs)
[WARNING] 2019-12-17 19:01:37,350::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is e2bb7c59e3400ba40a42672ace02bab2 (Assets/MeshBaker/scripts/core/MB2_MBVersion.cs)
[WARNING] 2019-12-17 19:01:37,353::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is e30857b716beae5479b313fde1a5efaf (Assets/Toon/Editor/CopyMaterialParameter.cs)
[WARNING] 2019-12-17 19:01:37,356::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is e403ef4b1d56fce47b49ec46981d9fcb (Assets/Toon/Editor/UTS2GUI.cs)
[WARNING] 2019-12-17 19:01:37,360::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is e4f7f279433826c4db0bf060ba15c0a1 (Assets/MeshBaker/scripts/MB3_BoneWeightCopier.cs)
[WARNING] 2019-12-17 19:01:37,363::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is e5238fa3cc273c740a7860c0aadcacf2 (Assets/MeshBaker/Editor/MB3_MultiMeshBakerEditor.cs)
[WARNING] 2019-12-17 19:01:37,366::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is e5548e4785b76854cbbf3f6d9a8e9c1d (Assets/UniGLTF/UniHumanoid/Scripts/HumanPoseTransfer.cs)
[WARNING] 2019-12-17 19:01:37,368::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is e5df80e0a6a40384b8c8018e1581ba6b (Assets/UniGLTF/UniJSON/Scripts/Json/JsonNode.cs)
[WARNING] 2019-12-17 19:01:37,373::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is e79a9be81d4b0fc4ebd9ca47d0f20a04 (Assets/UniGLTF/UniJSON/Scripts/Json/JsonSchemaAttribute.cs)
[WARNING] 2019-12-17 19:01:37,376::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is e841012229e57cd408a146561435e90d (Assets/PostProcessing/Runtime/Models/ScreenSpaceReflectionModel.cs)
[WARNING] 2019-12-17 19:01:37,379::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is e843bb7270bc9f54f8495e1e35f82e8d (Assets/UniGLTF/Core/Scripts/Extensions/ArrayExtensions.cs)
[WARNING] 2019-12-17 19:01:37,382::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is e95762d0b18d11243b32a56f21cef862 (Assets/UniGLTF/Core/Scripts/Format/ExtensionsAndExtras/glTFMesh.Primitives.extras.targetNames.cs)
[WARNING] 2019-12-17 19:01:37,384::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is e96cbbd810384352a6799dd731533178 (Assets/UniGLTF/UniUnlit/Scripts/Utils.cs)
[WARNING] 2019-12-17 19:01:37,387::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is e9cbc493bbbc443fb92898aa84d221ec (Assets/VRCSDK/Dependencies/VRChat/Editor/VRCSceneDescriptorEditor.cs)
[WARNING] 2019-12-17 19:01:37,391::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is eb87cc122742d7544b818c171b15f746 (Assets/UniGLTF/UniJSON/Scripts/FormatterExtensions.cs)
[WARNING] 2019-12-17 19:01:37,394::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is ec0b4dd729a12d046982652f834580a2 (Assets/Bakery/BakeryLightmapGroup.cs)
[WARNING] 2019-12-17 19:01:37,397::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is ec6d49d4596cd8c4bb6e8c0da9da6219 (Assets/VRCSDK/Dependencies/VRChat/Editor/DLLMaker.dll)
[WARNING] 2019-12-17 19:01:37,400::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is eca1330a83e17a14eb99fc6ea1697922 (Assets/UniGLTF/Core/Scripts/IO/TextureIO.cs)
[WARNING] 2019-12-17 19:01:37,403::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is eca6351d40e77704d860ee379a554daf (Assets/MeshBaker/scripts/core/MB3_MeshCombinerSimple.cs)
[WARNING] 2019-12-17 19:01:37,405::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is ecae7b7664269624ba8e03025a53819e (Assets/UniGLTF/Core/Scripts/IO/BytesReader.cs)
[WARNING] 2019-12-17 19:01:37,408::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is ed4aad2698d3b62408e69b57c7748791 (Assets/VRCSDK/Dependencies/VRChat/Editor/VRCObjectSyncEditor.cs)
[WARNING] 2019-12-17 19:01:37,411::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is edb953d1b5c6d0c498bd8148ed4e9f95 (Assets/VketBoothValidator/Editor/VketBoothValidator.cs)
[WARNING] 2019-12-17 19:01:37,414::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is edbf2fb5acbce94469caa807a10f7050 (Assets/VRCSDK/Examples/Sample Assets/TestCustomScript.cs)
[WARNING] 2019-12-17 19:01:37,416::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is edf6d216ca4b60942a0c533c14f26d53 (Assets/PostProcessing/Runtime/Models/EyeAdaptationModel.cs)
[WARNING] 2019-12-17 19:01:37,419::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is ee2998595053cdd4a9b503902cabd498 (Assets/Editor/x64/Bakery/ftServer.exe)
[WARNING] 2019-12-17 19:01:37,422::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is eeda995d0ceac6443a54716996eab52e (Assets/VRCSDK/Dependencies/VRChat/Editor/VRC_AvatarVariationsEditor.cs)
[WARNING] 2019-12-17 19:01:37,425::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is eef0405c0c9670947ab6fa2034f0343f (Assets/UniGLTF/Core/Scripts/Format/ExtensionsAndExtras/glTFNode.cs)
[WARNING] 2019-12-17 19:01:37,427::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is ef04fd02a398bb9498a0952a32980f2f (Assets/MeshBaker/scripts/core/MB3_CopyBoneWeights.cs)
[WARNING] 2019-12-17 19:01:37,430::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is ef3277e9c14f78546a1ecaab0d293b77 (Assets/PostProcessing/Runtime/PostProcessingComponent.cs)
[WARNING] 2019-12-17 19:01:37,433::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is f0921ef73e5a63747a7dd171bfad6baa (Assets/VketBoothValidator/Editor/Rules/D_boothFormat/D07_TextureCompressionRule.cs)
[WARNING] 2019-12-17 19:01:37,436::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is f1562c68658e03a44be60b06c069dea4 (Assets/VketBoothValidator/Editor/RuleLoader.cs)
[WARNING] 2019-12-17 19:01:37,439::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is f17e8602928ea02419dae051ec79c5a2 (Assets/PostProcessing/Runtime/Attributes/GetSetAttribute.cs)
[WARNING] 2019-12-17 19:01:37,442::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is f28703283e17be54180fd04a7c70e1d5 (Assets/PostProcessing/Runtime/Components/TaaComponent.cs)
[WARNING] 2019-12-17 19:01:37,445::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is f2e44f04becd89f469c0431787b827bb (Assets/MeshBaker/Editor/MB_ReplacePrefabsSettings.cs)
[WARNING] 2019-12-17 19:01:37,447::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is f33dddabf2a35904bb788ec4416ae783 (Assets/HalbyAssets/Editor/RenameBlendShapesEditor.cs)
[WARNING] 2019-12-17 19:01:37,450::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is f3929edbda61f9346906bfab93411b98 (Assets/UniGLTF/Core/Scripts/IO/TextureSamplerUtil.cs)
[WARNING] 2019-12-17 19:01:37,452::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is f3cc6c2e9248d224da74adb5247e20a8 (Assets/HalbyAssets/Editor/CopyAvatarPose.cs)
[WARNING] 2019-12-17 19:01:37,455::FilenameBlacklist        | [ FIX ] Included blackfile and removed. Asset is f40f0a1acf6ce2f419f2b71c667e8973 (Assets/PostProcessing/Runtime/Utils/GraphicsUtils.cs)
